Text,Label
震撼 竟然 太空 电梯 出现 时候 我心 里面 喊 着 汪 三水 汪 三水 牛 逼,最震撼的竟然是太空电梯出现的时候，我心里面一直在喊着“汪三水! 汪三水! 牛逼!”
爆米花 电影 就 不要 强行 上 价值观 这种 东西 润物无声 反复强调 就 会 让 人 反感,爆米花电影就不要强行上价值观，这种东西是润物无声的，反复强调就会让人反感
好消息 特效 不再 影响 中国 科幻电影 重要 因素 坏消息 不能 把 特效 当作 拍 不好 科幻电影 遮羞布 郭帆 除了 需要 好好 学学 讲故事 需要 好好 学学 剪 片子 稀烂 节奏 尴尬 过场 无数 废 镜头 小时 起码 有 一半 时长 都 令 坐立 难安,好消息是「特效」不再是影响中国科幻电影的重要因素了，坏消息是不能再把特效当作拍不好科幻电影的遮羞布了。郭帆除了需要再好好学学怎么讲故事，更需要好好学学怎么剪片子。这稀烂的节奏，尴尬的过场，无数的废镜头，3小时起码有一半以上时长都令我坐立难安。
缺点 满满 到 让 人 无法 处理 满 到 影响 观影 体验 但 同样 优点 奢侈 毫不 留力 挥洒 点子 奢侈,缺点是满，满到让人无法处理，满到影响观影体验。但这也同样是优点——奢侈，毫不留力挥洒点子的奢侈。
只有 中国 人会 有 信心 耐心 执行 一个 长 达 两千五百 年 计划,只有中国人会有信心和耐心执行一个长达两千五百年的计划
少 一颗 星 女性 角色 塑造 上,少的一颗星在女性角色塑造上。
不要 拿 电影工业 来说 事 工业 堆料 太足 以至于 电影 反而 失效 第一部 来 故事 冗长 稀碎 人物 塑造 扁平 台词 极其 尴尬 剩下 让 人 消化不良 视觉 奇观 傲慢 自大 人类 中心主义,不要再拿电影工业来说事了，工业堆料太足，以至于“电影”反而失效了。比起第一部来，故事冗长稀碎，人物塑造扁平，台词极其尴尬，只剩下让人消化不良的视觉奇观和傲慢自大的人类中心主义。
光 一个 太空 电梯 就值 回 票价 好多 影评人 吃 多 炸鱼 薯条 上来 一盘 饺子 自然 接受 不了 脑子 被 好莱坞 传递 西方 价值观 洗透 为 有 牺牲 多 壮志 东方 智慧 面对 人类 危机 表现 出 魄力 眼界 不是 牛仔 们 想到 人类 多样性 真正 体现 大禹治水 不 造船,光一个太空电梯就值回票价了，好多影评人吃多了炸鱼薯条，上来一盘饺子自然接受不了，脑子已经被好莱坞传递的西方价值观洗透了。为有牺牲多壮志，东方智慧面对人类危机表现出的魄力和眼界，不是牛仔们能够想到的。这是人类多样性的真正体现。大禹治水不造船
我要 给 完整 一生 吴京 婚礼 数字化 吴孟达 元 平米 末日 北京 房价 人类 文明 毫无意义 环球 城市 大道 电影院 激光 IMAX 厅,“我要给她完整的一生” 2046吴京的婚礼、数字化的吴孟达、300元/平米的末日北京房价…没有人类的文明，毫无意义。@环球城市大道电影院·激光IMAX厅
科幻 不硬 啥 硬 杠精 嘴 吗 场面 特效 情怀 细节 煽情 啥 有 啥 反正 美式 主旋律 过时 腻 中式 主旋律 yyds,这科幻不硬，啥硬，杠精的嘴吗？而且场面、特效、情怀、细节、煽情，要啥有啥。反正美式主旋律太过时了，我是腻了，中式主旋律yyds！
好莱坞 目前 没 能力 拍 出来 这种 片子,好莱坞目前应该没能力再拍出来这种片子
得到 足够 大 满足感 但 必须 献上 敬意 肉眼 可见 难 拍 直接 全景式 末日 危机 人类 自救 想象力 概念 观众 对 标的 好莱坞 大片 不 落下风 说 选择 一条 艰难 路线 有 一丝 半点 差错 大意 都 会 雷人 可笑 不可 信相较 鸡 贼 胡同 大片 满江红 对得起 票价 三个 男主 对应 命运 共同体 集体主义 家庭 至上 意义 构架 虽 未必 多 高级 新意 但 这个 主题 里 合适 差 文化 包装 上 毕竟 炸毁 诗人 吟诵 过 星球 创作者 不能 把 当作 一个 焚尸 事件 需要 让 电影 身段 柔软 一点,虽然没有得到足够大的满足感，但必须献上我的敬意。肉眼可见的难拍，直接全景式的末日危机和人类自救，想象力和概念与观众对标的好莱坞大片不落下风，而且可以说选择了一条最艰难的路线，有一丝半点差错大意，都会雷人可笑不可信。相较鸡贼的胡同大片满江红更对得起票价。三个男主，对应的命运共同体、集体主义、家庭至上的意义构架，虽未必多高级和新意但在这个主题里是合适的。差在文化的包装上，毕竟你要炸毁的是多少诗人吟诵过的星球，创作者不能只把它当作一个焚尸事件，你需要让电影的身段柔软一点。
但求 下 一部 专注 讲 好 主线 故事 少 点儿 煽情 幽默 爱情 不会 拍 不 拍,但求下一部专注于讲好主线故事，少点儿煽情，幽默和爱情不会拍可以不拍。
这个 电影 才 打 良心 哪里 满江红 如果 不是 国师 名声 真的 不够 给 流浪 地球 提鞋,这个电影你们才打8.2，良心在哪里？《满江红》如果不是国师的名声，真的不够给《流浪地球2提鞋》
中国 科幻电影 之光 就是 有个 最大 bug 中国 服务器 连 上 外网 呢 狗头,中国科幻电影之光，就是有个最大的bug，中国的服务器怎么能连上外网呢（狗头）
咱 就是说 各种 倒数 是不是 琳琅满目,咱就是说，各种倒数是不是琳琅满目了一些
如果 没 猜错 李雪健 老师 妆容 模仿 周总理,如果我没猜错，李雪健老师的妆容是模仿的周总理❤️
岁 出列 都 理解 李雪健 强行 点火 就 完全 煽动 情绪 扼杀 理智 那个 执行员 耳根子 真的 软 好好 科幻片 就 不要 搞政宣 一套,50岁以上出列都还能够理解，李雪健强行点火就完全是煽动情绪扼杀理智了，而那个执行员的耳根子也是真的软。好好的科幻片，就不要搞政宣那一套了。
思考 个人 只有 家国 这些 集体 东西 中国 科幻 缺 不是 特效 缺 脑,没有思考，没有个人，只有“家”“国”这些集体的东西，中国科幻缺的不是特效，缺的是脑
刻板 印象 爹味 太多,刻板印象和爹味太多了
工业 完成度 高 一部 中国 科幻电影 格局 更大 恢宏 被 吐 槽 国产 特效 不 没 问题 炸 地标 救 地球 好莱坞 玩 剩 东西 但 拍成 这个 样子 还是 自豪 开头 电梯 大战 着实 惊艳 这不比 好莱坞 大片 好看 槽 点 李雪健 角色 板正 中国式 领导 漂亮话 说太满 适得其反 两条 内核 不同 故事 线 造成 主题 散碎 故事 冗长 但 整体 来说 中国 科幻 拍成 这样 牛 逼,工业完成度非常高的一部中国科幻电影，格局更大也更恢宏。一直被吐槽的“国产特效”这不没问题？虽然炸地标救地球是好莱坞玩剩的东西，但我们能拍成这个样子还是很自豪。开头电梯大战着实惊艳，这不比好莱坞大片好看？槽点是李雪健角色太板正，太“中国式领导”，漂亮话说太满适得其反。两条内核不同的故事线造成主题散碎和故事冗长。但整体来说，中国科幻能拍成这样，牛逼！
制作 部分 只是 故事 讲得 实在 松散 浪费时间 每次 看到 大字 说明 才 知道 正在 将要 发生 什么 最后 三个 小时 下来 就 记住 爸爸 爸爸 这道题 解 啊 真是 头疼,制作部分还可以，只是这故事讲得实在太松散太浪费时间，每次看到大字说明才知道正在和将要发生什么，最后三个小时下来就记住“爸爸爸爸这道题怎么解啊”…真是头疼。
完全 什么 作用 女性 角色 塑造 唉 啊,完全没有什么作用的女性角色塑造，唉，啊这
想到 李诞 那段 救猫 还是 救画 为了 远处 哭声 忽略 近处 哭声 电影 里 那些 流离失所 百姓 一句 台词 都,想到李诞那段救猫还是救画，为了远处的哭声而忽略了近处的哭声。电影里那些流离失所的百姓一句台词都没有。
跟 一样 真的 get 不到 刘德华 出来 前 真的 无聊 到 犯困 俗套 男女 主 故事 都 几年 男主 一个劲 逞英雄 女性 角色 魅力 全无 还有 周 老师 指着 拐杖 说 点火 时候 真的 脚趾 扣地,跟1一样，我真的get不到…刘德华出来前真的无聊到犯困，俗套的男女主故事，都204几年了男主还在一个劲逞英雄，女性角色魅力全无。还有，周老师指着拐杖说点火的时候我真的脚趾扣地了
去 电影 看 绝对值 看 完 流浪 地球 后 出现 严重 后遗症 看 不了 美国 大片 每当 出现 包括 但 不 限于 情节 时 一秒 出戏 遇到 天大 灾难 全国 全世界 都 不行 就 全世界 都 想 不 明白 问题 都 打 不过 bos 就 一个 小 杂兵 能干 成 有 星际 宇航 能力 战斗 时候 拼刺刀 不管 哪 国人 外星人 天然 开口 就 说 英语 不管 哪 国人 外星人 黑人 打大 bos 非要 来 一炮 敌人 女儿 妹妹 老婆 女军官 不顾 文化 不顾 仇恨 不顾 品种 就 上 赶着 爱上你 就要 打炮 就 人类 灯塔 吗,"去电影看，绝对值。

看完流浪地球2 和 1 后，现在出现了严重的后遗症。看不了美国大片了。每当出现包括但不限于以下情节时，一秒出戏。
1.遇到天大的灾难，全国全世界都不行，就你能的。全世界都想不明白的问题，都打不过的boss，就你一个小杂兵能干成的。
2.有了星际宇航的能力，战斗时候还要拼刺刀的。
3.不管哪国人甚至外星人天然开口就说英语的。
4.不管是哪国人甚至外星人，是黑人的。
5.打大boss之前或者之后，非要来一炮的
6.敌人的女儿/妹妹/老婆/女军官……不顾文化不顾仇恨甚至不顾品种就上赶着要爱上你就要和你打炮的(就因为你是人类灯塔吗?)"
最棒 科幻 场景 浓浓的 爹味 交织 一起,最棒的科幻场景与浓浓的爹味交织在一起
制作 牛 剧本 行 主要 问题 在于 剪辑 是不是 剪 预告片 出身 啊 每段 结构 拆开 看 完全 一样 煽情 煽情 煽情 反反复复 高潮 多 就 会 看起来 高潮 呀 看 精神 上 好 疲惫 讨厌 这种 价值观,，制作是牛的，剧本也行，主要问题在于，，，你们的剪辑是不是剪预告片出身啊。。。。每段的结构拆开看是完全一样的，为什么一直在煽情一直在煽情一直在煽情。。。反反复复，高潮多了就会看起来没有高潮了呀。。。看得我精神上好疲惫&我讨厌这种价值观
希望 一万 五年 后 一根 股骨 愈合,希望一万五年后的现在，一根股骨也能愈合
第一部 相比 进步 成熟 令人 惊讶 同时 具有 西式 科幻 截然不同 视角 节奏 平视 中 解读 爱 牺牲 高 维度 上 探索 存在 死亡 制作 上 饱满度 华语 电影 巅峰 作 不同 事件 中 各 利益 方 博弈 对 人类 总体 历史 归纳 看做 对 人类 近期 历史 思忖 如若 密集 信息 优化 上 精 进一步 就 趋近 无暇,与第一部相比的进步与成熟令人惊讶，同时也具有与西式科幻截然不同的视角与节奏，平视中解读爱与牺牲，在更高的维度上探索存在与死亡；制作上的饱满度几乎是华语电影的巅峰作，不同事件中各利益方的博弈既是对人类总体历史的归纳，也能看做是对人类近期历史的思忖，如若能在密集信息的优化上精进一步就趋近无暇。
这不比 火星 上种 土豆 好看 多,这不比在火星上种土豆好看多了？？？
一本 字迹 工整 流水账,一本字迹工整的流水账
李雪健 角色 去掉 还是 愿意 多 给 一颗,李雪健的角色去掉我还是愿意再多给一颗🌟的
三星 给 特效 其它 一颗 星 都 不想 给 自我 感动 式 科幻,三星给特效，其它的一颗星都不想给，自我感动式科幻
三十五岁 下岗 五十岁 自爆 变成 电子 宠物 拯救 世界 工具 人 一生 What are those chinese doing,"三十五岁下岗，五十岁自爆，变成电子宠物了依然要拯救世界，工具人的一生：""What are those chinese doing?""。"
有 那么 一瞬间 觉得 比肩 星际 穿越,88.有那么一瞬间我觉得可以比肩星际穿越
笨笨 可是 一条 军犬 要是 爱 人 生活 数字 世界 就 好 俄罗斯 核弹 保险 笑 死,笨笨，你可是一条军犬！5555555要是可以和爱的人一直生活在数字世界就好了。俄罗斯的核弹没有保险笑死我了😆
女性 角色 还是 只是 妻子 秘书 等待 被 拯救 人,但是女性角色还是只是妻子，秘书，等待被拯救的人
不让 发表 评论,他们不让我发表评论
散 乱 影院 暖和 好 适合 睡觉,又散又乱，影院又暖和，好适合睡觉。
